"","X2019_12_18_14_35_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_19_19_48_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_20_14_15_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_27_12_29_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_15_06_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_18_18_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_02_17_38_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_11_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_16_58_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_20_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_04_23_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_10_03_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_14_59_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_06_20_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_08_16_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_09_11_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_15_13_56_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_20_15_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_05_20_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_10_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_11_10_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_12_05_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_00_26_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_03_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_17_13_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_01_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_18_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_28_12_27_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_01_23_00_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_06_16_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_07_18_15_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_11_11_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_04_11_39_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_15_13_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_18_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_21_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_14_46_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_17_28_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_20_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_15_10_30_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_12_33_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_15_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_14_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_17_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_26_14_20_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_27_13_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_28_04_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_10_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_02_09_41_Q.Exactive.HF.X.Orbitrap_6070"
"RBBP4",31.283887924171,31.0213500576782,31.606246363027,30.7962190260699,31.4746003895794,31.8856921613945,31.5557700132505,31.9106364408047,30.8109220721348,32.3237249680455,31.2842189693861,31.7963737635657,30.7722678269228,31.1934284289391,31.5831584791405,32.1121304555032,29.810738248347,32.305330954701,31.9271590816905,32.2515228800111,32.1703315493598,32.120682722462,32.2881580897239,32.4379505397944,32.26679141874,32.8039356418187,30.5990349742815,30.9924671124917,30.7133380811873,30.6953618815997,31.6253168609499,31.1293995673364,30.051417527661,30.1544841947597,29.9707618091716,29.8201291870378,30.2514664464786,30.0050407233006,32.0863550399802,30.5707283644341,30.1089881073134,30.7322258431754,30.4918058576549,31.0631040380005,30.3704643587233,32.9872746664855,33.0081503774035,29.3232632661154,30.625142643459,31.9572272422677
"RBBP5",26.760910763227,26.3182760683706,27.3647784227498,26.5791708983318,25.081884526828,26.9001201726881,NA,NA,NA,25.4999959621704,26.3968900829047,NA,NA,26.2760420287805,NA,NA,24.1692852370235,27.6377537398873,25.6465833192351,27.5437736060191,28.6867899900265,28.5357881887264,28.4091649534698,28.7299755651504,27.6343646136551,27.3769973285625,25.6903780721279,27.1981677348593,26.7516198539623,NA,23.3699945047133,27.4797739743642,25.5339185475713,25.6728467795381,25.5386621136906,25.398587141014,25.2872544202617,25.6864293546654,25.8703013109795,26.573461358428,26.5100393870301,25.1558018281513,26.1242164650276,27.0235856768649,26.9506032386885,27.7831302355804,27.364026953834,24.5902941883885,25.7255164586877,27.0983844210861
"RBBP6",28.8816286597968,26.6499301954625,27.3755066843373,26.5523748860399,26.5359364692179,25.5427704641039,NA,24.5643020952747,25.8466113606962,25.9395713234068,25.0149947087616,NA,NA,26.1883905382928,NA,NA,24.5019707795842,27.8700896151901,26.0048532611861,27.462872044217,27.4261441858263,30.3594051727827,30.1409000805639,28.4149409922861,27.3760865623439,26.4543305487684,27.8107229286407,26.8556684549649,26.7952592829843,NA,25.5020618597749,27.3526235162484,26.1365895686632,25.4178002473052,25.4196979168742,25.814945005997,26.1143005880733,26.3714742346957,25.6418790989829,27.4316535573179,27.1938513757448,29.843844180669,26.3427066540409,29.8321184324942,27.1298662641843,28.8381285094301,29.2189115716609,25.4649450278382,NA,30.0177047943515
"RBBP7",32.3678636891635,31.8563439660988,32.8283550555043,31.9202887550454,32.9861050579968,32.758156777848,29.2199502041174,30.1228745882429,32.560128025924,30.5642911912783,32.9014586868162,27.9503251288002,28.783099004021,33.0101030215341,29.5603239412013,30.9801235576217,31.0664440573956,33.4153843465884,32.7551149408452,33.1027140853046,33.139589495451,33.5061620966618,33.4675728866127,33.4257991505387,30.4789451328223,30.65377841071,32.1048396953522,32.4839014470614,31.5698687151597,28.763604103166,30.3541590032167,32.4146537468891,30.996513378055,31.1630897801999,30.5337106600222,31.1593649887357,31.6175437478189,31.7507497482838,30.3126788634232,31.8584945862249,32.1433048011516,32.7470919646791,31.188484865995,32.3688004703637,32.7764508353828,34.0755894385911,34.2318496223767,31.645126925729,32.2768074695913,32.6707162793106
"RBFOX2.RBFOX1",NA,NA,NA,NA,27.2193732784017,27.5120155889228,NA,23.8147005849815,25.649601338602,28.0135046510436,27.9816892997096,NA,NA,28.7813802262186,26.7968688120533,26.0379587685931,NA,28.1245024391447,26.8273558857875,NA,NA,NA,25.9849188866737,NA,NA,NA,NA,NA,NA,26.0730831062965,27.6733051931508,NA,22.1166104818375,NA,NA,21.7842066864032,22.6755358570211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5577594476617,NA,NA
"RBFOX2.RBFOX1.RBFOX3",NA,NA,24.8119112546235,24.5143654028272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7414974350456,NA,23.8296801583572,NA,NA,24.5206728673031,NA,NA,23.2844683066236,NA,NA,NA,NA,25.8765441122497,23.1586780968674,24.4914885999423,NA,NA,NA,25.9747161864438,NA,NA,25.7970172934807,NA
"RBM10",28.9242803605139,28.8382186957196,29.0336230021839,28.2476690456263,28.5855600739841,28.3726868138569,25.0985651357102,26.4911215642277,28.575316552913,28.4405121517958,28.4344401438983,24.4604523965988,23.9480648892204,28.9829406710452,26.5957669386161,28.4199309329687,28.2481668934329,28.9797011970799,29.2127104029961,30.4353943073199,30.0447898128037,30.09194425676,30.7665135923864,30.5061620966618,29.6641091306323,29.4386496124449,29.2604454149532,29.0882584361476,28.2053175540522,27.0166957495375,28.1572580293396,29.5769568088225,27.9114795831097,28.3215655098999,27.6672261283166,28.3921882825972,28.5799980595749,28.6519154460159,29.0388379629167,30.014116825284,28.9509647014125,29.2860383614816,28.3573719233493,28.8422112997938,29.455816426524,31.0743776524949,31.3236176086884,26.884833808339,26.7502146521467,29.610485556004
"RBM12",28.3931707939425,28.277816343407,28.5690266673018,28.4027560297112,28.7132889115323,28.2851124122189,26.3117785208501,27.8494776431772,27.9600824701933,27.9139347489049,28.7164978124015,NA,26.6183492042727,28.7069483955053,27.0556898811534,28.2297228065718,26.8472089726681,29.850640445753,29.28425206973,30.4281227941539,29.3765420173234,30.2118753757779,30.4592410492743,30.348577156113,29.0792822916763,28.5819023231701,28.819154763401,28.7414331423902,28.5352690869559,26.9628975935048,28.309429792819,29.1133668498484,27.2532261335283,27.6472560611642,27.4329280933544,27.4009661862007,27.7057626186926,27.7950115036722,28.1780241628696,29.0609546322348,27.9770552256836,28.2530908491609,28.6599993210244,28.7503424543385,29.9700760850079,30.4435188390142,31.0152473337977,25.7611644685017,NA,29.6399800017189
"RBM12B",26.4545188184712,26.5279968909692,26.4676681076588,25.4954588464267,27.0531020866642,26.4561651311941,24.7505724697575,NA,27.3347510637774,26.5770108514529,26.5177027838218,NA,NA,27.3290292953789,25.0393401192187,26.3104096165727,24.5909223284942,27.655673089191,27.7712762676745,27.6575141749238,28.1092870804864,28.6287794211891,28.5801059152168,28.4007219444957,26.6456766809193,25.943779653275,27.3249161207014,27.3188966416903,26.0868118311057,26.1332220321955,26.2528473053264,26.8861138766182,25.1503497371082,25.4046086183012,25.5721316588432,24.8380262914862,25.8291720436047,25.703322123585,26.3334379181293,27.5702216857903,25.6684439922324,26.6317308194308,26.8026729428796,26.906671358399,27.2091814400809,29.9348053639259,28.8724987592863,NA,NA,28.0281783175848
"RBM14",30.7797220098174,30.8426609009113,31.2097856907955,30.60611396317,30.580734912473,31.2676287507147,29.0460136826132,29.9114224364879,30.9618218713547,30.9893572719304,31.1957765659173,27.9726253316323,29.1028204402199,31.8492390036859,29.79490308684,30.4578721755306,29.8880463723668,31.90920625973,30.9680856398107,31.5318531922223,31.2340932609536,31.6811447362177,31.9220271343979,32.1387659610128,30.985765863713,31.2296311370432,30.7563682387857,30.539453659101,30.4352949447357,29.3084102433051,NA,31.1271868444473,30.2225089717279,29.9215306682874,29.752736651577,29.4488442625338,30.0078497359037,29.9741855495437,30.0276248085051,30.8716618908699,30.1490416534649,30.7039656277398,30.2167395685304,30.8945368521616,31.5255198532726,32.4958371672597,32.5742972130932,29.9028247051963,30.720123784253,30.9739119491179
"RBM15",27.3979509781377,26.3565074485805,28.034174215193,26.44143856279,27.2238902021262,27.3997445639756,25.5161102226152,24.481545712096,27.0111600179724,27.0764307122399,27.029705954649,NA,24.6585087471241,27.2449051309763,24.8918485844773,25.170813839668,26.1264829791064,27.8803446039268,27.8168988848003,28.9854401621559,29.0755639377905,28.855222889922,29.4724327855472,29.4482535186338,27.1238613837949,27.3979509781377,27.5308863630224,27.1245517392982,26.8555496510746,25.9135353553651,26.4975769277734,27.7162688417446,26.0255512161449,26.1731990436013,25.5176427190796,25.5899800157478,25.8627788441281,26.1928925182584,26.3819550483585,28.2807392001853,25.9462586072753,26.8650231812391,27.1591363819926,27.7961261756054,27.7499590137938,28.9567912018622,28.9644959034571,26.5073346966206,27.2457212632064,26.7344080102593
"RBM17",27.9254127298204,27.4756056711858,29.5381033318856,28.7210044011455,27.8346068394371,27.7881185970041,26.149865399963,26.9020771501033,27.9631732905457,27.992318533522,28.0899762913407,26.6679028462993,27.361853842302,28.7623372753973,26.8864627891212,27.6642447923975,27.0923476103772,28.9534091474524,27.8379781864182,29.520301941084,29.4554049249714,30.1180542704928,29.5231096156446,29.9151322665475,28.8415216391669,28.7498311776286,28.2583126285438,28.4146184671953,27.0650704471392,26.4883351669034,27.9932367767135,29.1184503908367,27.7169883414739,28.0811632834157,27.4323706223813,27.5605608264669,26.6909907550205,27.4959467378892,27.7366030091787,27.7059603158551,28.450693695245,28.337773574743,28.1346718195608,28.9539363823526,28.4609210323154,29.9283244963983,30.2424085291656,27.339091279237,27.2402716406063,28.34155343409
"RBM19",26.3325504418542,25.1595791242981,26.4053554809385,24.9283188481734,25.4675903766638,NA,22.1557323566658,24.2016489357441,NA,24.7206196050717,24.7919851645067,NA,23.516651289623,NA,24.3588395044978,23.2552268603504,23.2420686573319,25.5223202754245,NA,26.7714022177415,26.8326768123387,26.924903273618,26.7707723574211,26.6769403745901,25.7794402364988,25.5867772663288,25.6914966881882,24.9194351183114,24.7582695801866,NA,23.8190938400658,26.1128102928755,23.8289058168205,24.4005428076289,24.2153422133868,24.9780159743237,24.8039541121374,24.8281310594462,25.5156892523841,26.3293030905196,NA,25.8098034484365,25.7735919905488,25.1974554872249,25.2466275356408,27.8518618695352,28.183098319448,23.2497986294001,NA,24.4487812613747
"RBM22",24.4978357604086,25.6397558053449,27.3384113239795,26.0185221342119,28.1481689383309,28.8408016416269,24.4273916247759,26.875607069079,27.7984765474673,27.7263743005708,28.2961847720434,NA,25.9567081316027,27.2191886134362,25.5286229377799,25.6121179780431,24.2308865031464,29.300991429461,28.9198272005612,25.8715708337973,25.8944877038554,28.0947653667549,27.6681057998117,28.8196420574875,NA,25.4812377400507,27.1235654159939,26.796745065856,26.5980411381662,26.2704921001967,28.1361397135734,27.307563686801,25.5830508514751,26.4198425519839,26.0457898180708,26.5724208282416,25.9791942011584,25.5770108514529,26.4743992491722,26.957483268075,25.6300926709034,26.4835151779242,26.4151425338593,25.740416937987,26.7605301216415,29.4757602677399,29.2209880893742,NA,27.5875643145022,27.0151010825896
"RBM25",29.6224744891449,29.6863391817376,30.6488165751518,29.2634036411609,29.6267272477995,30.0220780063852,27.0492636119939,27.1089881073134,28.8758413869358,29.1678937564835,29.4305174749016,24.1287262754004,27.4908309280491,29.6080369805256,28.0113733239594,28.6773101110983,28.0852219281177,29.8297164454211,30.0622678235387,30.5083363254218,30.718573244987,31.8041280293746,31.3262991987557,31.4697575013766,30.5051210886826,30.4466770179542,29.4675631698261,29.5644547425714,29.1537838632089,26.6941831480787,28.729813539225,29.6977827339971,27.7604032187922,28.0300218156334,27.7000175845047,27.8242024527486,28.7423329789413,28.4698739212958,29.1804449121613,29.7400340678087,27.9868510048254,29.4508903039536,29.1173855706859,29.5579346932914,29.9161294391654,31.5140398958174,31.5755600054194,28.2892525217229,29.2029148696067,30.2643883701413
"RBM26",27.716530519529,27.4369037766488,27.342825315545,27.6068905355971,29.1160720356894,29.5381403439957,25.639783400625,28.1292275883287,28.1351612835319,28.6263443161341,28.6542053572494,26.0750436230459,27.1728367466535,29.4322710513216,27.7101057104919,28.3765834151926,24.8776911613208,29.3036500528587,29.6674460964804,28.754521731508,28.4367449594931,28.6363713845466,29.1894984994731,29.4626770617133,28.5277956039286,28.3297992118114,27.8308650639643,27.469641072062,26.7405970770361,27.6521890594141,28.9279290672371,27.6013040321222,27.2933369287433,26.9590322927328,25.6394246208064,26.2883286337334,26.3097506933455,27.1625016623636,27.2906152759497,28.9061265610523,27.3778247992137,27.1108805585342,27.5021832910854,27.2172482028668,28.0829910866329,29.0842336853335,29.262463045168,28.6045595631519,28.7344726167411,27.59669126459
"RBM27",28.587993432602,27.6706740761179,28.7990944304871,27.7679345780408,27.7054989803272,28.0572403327168,25.3123672699598,NA,27.7229919661935,28.3692790348462,28.63727006617,24.3974777520327,25.9071070482,28.574197946845,27.6297175786649,26.8117642982673,26.9359575977567,29.1661704780308,27.2840975949605,29.4445065127988,28.9981690722557,29.3710462665827,29.262126969355,30.0007497784785,28.0713245448055,27.02591021896,28.1500591543336,27.7785632562897,28.2152588845648,26.813967073378,27.6260309327897,28.5376776243568,26.7636990704201,27.6308286795937,26.6503411611514,26.6536246790203,26.26522486163,26.342893117737,26.8009464933555,28.1264731324005,27.2860383614816,28.3905902731865,28.1004913511771,28.0638369350946,29.1046960028048,30.4967658719372,30.1991745903256,27.2751540524856,28.4499856819602,28.4512048221674
"RBM28",29.6285708588756,29.0462739465483,30.1147076676687,29.475528366696,29.2915157455691,29.7138133014755,27.2651711975925,27.7659764111312,29.5171883984836,28.8359924533213,29.2046647930504,27.1478294064892,26.8250521322386,30.1832876619301,28.176503184858,28.0720916229872,28.0324411217992,30.0115865984133,29.4204329949047,30.9363508327838,30.6131583865454,31.2249827391272,31.1692565602495,31.6286664536786,30.0417908523547,29.9856301636667,29.9348053639259,30.0208866262773,28.9604691850585,27.0567237006465,28.0481204716172,29.8510278384357,28.4354737924603,28.1766933948245,28.2790127733643,28.4555617013078,29.1432865525483,29.2344816133939,29.3665303295114,29.3567425027028,29.1533973278127,29.9539363823526,29.5016899127931,29.4053960602239,30.4152835962102,31.3505279911845,31.6310542674449,28.2575935057944,29.2714630991464,29.9751427426299
"RBM3",27.3691125956396,27.213359534634,28.7332769282406,27.7271537144422,30.6347800367153,30.6426332188833,27.4604523965988,28.5022591804645,30.2726425625217,30.117063493535,30.4436176368256,26.2892613178125,27.449237957458,30.9444025840322,29.5032832965597,29.646724071813,25.9139689774927,31.3239396627951,30.8821244663717,28.46049145539,26.7750499947566,28.1678698361513,28.1831929937953,28.8359623454266,27.4838534092677,27.1491870546752,27.1868804556838,27.292108430976,27.1100840395128,28.7496074370793,29.8026883483057,27.6354721427688,26.7175113887164,26.6221253458405,26.1302984381898,26.2172666952823,26.6210075191185,26.6272840579341,26.5289507586729,27.7044439448282,26.8858812213942,26.8766611998641,26.2229511093473,26.5417223210475,27.3067818088806,29.5826740914033,26.0627052884826,28.8213158766888,29.4713865259533,27.5966201836134
"RBM33",NA,24.8002553346463,NA,23.6198608471572,25.2460113323302,26.1530590243662,NA,NA,25.1416066927971,25.308032610237,NA,NA,NA,27.147732382713,NA,NA,NA,26.6558095465135,25.9656742115665,25.8447691588729,NA,24.2503192386705,25.9218881411074,26.4451540597242,25.4233896054078,NA,23.9728991761448,24.9940357128249,23.3698614209033,NA,25.6566825678769,23.111270692378,23.6930666138743,NA,NA,NA,NA,NA,NA,24.8502887223094,NA,24.0004972881104,24.2200747897791,NA,23.8808233401807,26.4017149363657,26.3916885826953,23.1596638073456,24.735467191381,25.0977617862778
"RBM34",27.5158546481962,27.4934292776968,28.4489623822921,27.4749097816117,26.6191892014091,26.1474994990243,NA,24.2428536946577,24.7319508176276,26.4592019566151,27.5236518029781,NA,24.1196529398853,27.0783663271034,25.1659932465926,24.7691586608179,26.5398307849797,27.8477466118689,25.023437624626,29.6249335546955,29.1750996113414,29.4039954148788,29.5464808181875,29.4696216662627,28.6137555794316,28.2774173128302,27.873907125515,27.8991406876091,26.9615735138333,24.5923489033567,25.8188988681024,28.0517027451824,26.0871154349371,26.078651356183,26.4198104121015,26.2101852868389,25.8507656147641,26.8736138292402,27.1203057565093,27.9723514351302,25.9525818328493,27.3665303295114,27.3130249994712,27.5742701411574,28.4534045318696,29.6527019447126,29.9994062367154,25.9682916753297,26.4165122703948,28.2703495132189
"RBM39",30.551605067423,30.4999997624916,31.3320211096006,29.8234433872467,30.8554902454605,31.0024945143097,29.0505874832053,30.1794960827678,30.2103664625278,30.1898990419366,30.8908460750447,27.746118992786,28.8357816848628,31.0324279843547,29.6311410226114,30.3391550086151,29.3012749587261,31.6985529067612,31.2609164477835,32.0856588196697,31.8579757644733,31.8759878162727,32.2605519715529,32.5609707283012,31.1024325197361,30.7195527268062,31.0792187018123,30.5642003214366,30.2430898491503,28.767018992095,30.073164847708,30.4999997624916,29.4272237631144,29.567866915404,29.1397297544622,29.2929860361134,29.7401949500089,29.9678795748629,29.7363610775011,30.3767903867217,29.9666425667018,30.9604415660055,30.6489879573142,30.4988592169094,31.384427534038,32.4220935747341,32.868813637401,30.4289214628012,31.3022559761314,31.2085653086213
"RBM4",29.8830281458199,29.3600543703792,29.5752083386108,28.9654595448718,NA,30.0163769571285,NA,NA,NA,NA,29.8272498726415,NA,28.751875198218,NA,NA,29.3645697206445,29.1736231967709,NA,NA,31.116381939465,NA,31.1937221551533,31.205480698165,31.2646680001386,30.4613895158529,30.3633795418,30.2353493175013,29.7402110372422,29.5341375395521,NA,NA,30.1314862495987,28.9739119491179,29.0520138272739,28.4171966512957,NA,NA,NA,NA,29.6964567426666,29.0205422665571,29.471929125642,29.5934535294377,29.6257000653916,30.8643000591028,31.1251555294941,31.9648883208616,NA,NA,30.5494033195086
"RBM42",26.6141418666718,26.6597612048222,27.2191886134362,26.3266313688418,26.418459890083,26.3372886967054,NA,NA,26.676536917573,26.7083305711104,26.4716268452774,NA,NA,27.7289058576126,26.9065566813161,25.3147544351145,24.3669304668156,28.4561886363418,28.3546424484135,28.4873463869546,28.1993852386176,28.9081326927395,29.1095610848114,29.0738288250455,27.3443500946627,27.5904940808165,26.7369900154959,25.6950067027368,25.3525898434306,25.3794783180663,26.5712493340312,27.1349655178703,26.8850666325211,25.755801803383,25.1783946583238,26.3143741371109,25.7200976836996,25.1496909987786,25.434790077097,27.4144975016948,25.8455111074492,26.3442654269763,24.7876578968278,27.4996006740955,27.7371834797307,28.7664819990252,29.605566581486,NA,26.8057507591276,27.1749329950178
"RBM4.RBM4B",NA,NA,NA,NA,30.2841638004585,NA,28.1974648611876,28.8015324846153,29.1989873215754,30.050120373248,NA,26.8090674421077,NA,30.4160894023002,28.68327998472,NA,NA,30.8430354615077,30.5918319329487,NA,30.9467048131216,NA,NA,NA,NA,NA,NA,NA,NA,28.2984590060648,29.7069483955053,NA,NA,NA,NA,28.7511728927387,28.6608154211942,28.9321320120343,29.042547699959,NA,NA,NA,NA,NA,NA,NA,NA,29.295309111162,29.3085838345386,NA
"RBM5",24.7105130269118,NA,24.726816020129,23.9794558987207,NA,26.68458469806,NA,24.0523352083156,26.6496561532847,NA,23.8193862486147,NA,NA,NA,NA,24.5788255080881,NA,26.0214480212555,24.3767655517059,24.4515507130257,24.0779794118308,25.6097531805844,23.7699153058454,25.4625132560428,23.9115938695629,24.9020541422643,23.5022743578612,23.6807810103852,23.8688187877062,NA,NA,23.8122540945853,22.3866392877095,22.1213615071444,22.4346882871024,22.9664885536733,23.4085982223372,23.3410952821352,22.8484846433348,NA,NA,24.336948334083,23.4981402099509,23.5386029152728,NA,26.8639605093927,25.6187692639761,NA,NA,25.3089352928256
"RBM7",26.1126114704832,23.972723921645,25.704457137535,25.137156577394,NA,24.2201486132429,NA,NA,24.0655430139324,NA,NA,NA,NA,25.0226336472547,23.8811968776392,24.6566007445625,24.6508615496899,24.3133364509258,24.4751881777224,26.3393461798603,26.153503635371,26.4226840996834,27.1889564120168,26.1879565514085,26.2021909474771,25.8028208281794,26.4013243325889,25.3653292512895,22.444756089695,NA,25.0550692336751,26.2547224341179,25.1155710904343,24.5372999351399,24.5513923784396,23.6227677042366,24.0671855199912,24.0562275597437,24.9633607344442,24.195128861866,24.4293086579333,25.6117803870644,23.8740830746634,25.0407201484947,25.5037003207108,27.024220014428,27.1078913419646,NA,25.612202363446,24.6952457112208
"RBM8A",29.7899070846525,29.6024195248793,29.9799192050577,29.4556008927301,30.613860940755,30.370880031143,29.5224362719083,31.0763542530855,30.4876913871653,30.7349732189015,30.5201895203685,29.1907468825936,28.7099414374607,30.0808076081612,29.152358000481,29.8537812871096,27.3940299428289,31.2147148142461,30.121763635857,30.2019807084792,30.151342120217,30.7266341519838,31.273365341716,31.0330190509553,29.6242712402911,29.7302833642855,29.902537229846,29.9627872999349,29.8687805278569,28.2303643302316,30.3985626783974,29.646397916835,28.864108149521,28.3878408357568,27.7959404567473,28.4805445624825,28.9590322927328,28.9541583183643,29.1919471379108,30.1082404032071,27.4883811401795,29.4632814217185,28.9063846485984,29.716759448662,30.5247729233875,31.5779472688676,30.7979975060453,29.7729442143547,30.5338034706652,29.8578793913163
"RBMS1",23.9646391137559,26.2403262388556,24.1434374007367,NA,28.0903297136346,28.4909456598509,26.2465369340117,25.6773706044156,28.9795104130717,28.3324480056064,28.944248971388,26.2326440121695,26.3338643951667,28.8616257878722,NA,NA,NA,29.3607869844733,27.8826784015658,27.6308980949973,27.0284418187163,NA,28.0192435560114,26.9389883528961,27.558299719997,27.3656129293909,26.1901063378915,24.4978966554571,NA,26.6905912087338,26.8525763697764,26.3924749175314,NA,NA,NA,NA,NA,NA,NA,27.2648133863206,25.3429609167426,26.7255944653946,26.5303803787647,26.7272835758259,27.5328193739307,28.4327688379131,28.733115272681,27.4607648373236,NA,NA
"RBMS2",26.6618009266958,NA,NA,NA,NA,NA,NA,NA,23.7281663233725,23.8407656323159,24.2209604221218,NA,NA,NA,NA,NA,NA,24.6502041855955,25.9397954801235,25.5032150447659,25.1507370897863,NA,25.5595547070127,30.2213569353807,25.2591840843485,NA,24.5611000509325,24.05573124816,NA,NA,NA,23.849573087922,NA,28.5022212362739,22.5806551348643,NA,22.2556014628418,NA,23.7351056072016,24.4775986963131,24.3325845856539,23.3711917068813,24.6525583552072,24.652394235414,NA,25.9111823959543,25.8428766596895,NA,NA,NA
"RBMX",31.7211022142945,31.8476719517379,32.3787809708968,31.8894323965457,31.8480452137619,32.3545793995309,31.6210861446245,32.2665959713319,32.0806805600311,32.0576599600907,32.6257958506001,31.0058438565785,31.1338760862611,32.8097344637916,31.6088037082068,31.8771221399953,NA,33.0968210479378,32.7560699332533,32.7132151539077,32.3973645219135,32.957849928608,33.0592405363632,33.4562327074617,32.6257087734006,32.3837325756191,31.5674227010037,31.4819305847249,31.7864369525844,31.0487571047209,31.6231812456481,32.1475565104856,31.4410961767473,30.9707618091716,31.38463338337,31.0738032931054,31.3985117132807,31.09521824534,NA,32.0231692412114,31.6362935876966,31.9248608108127,30.5733493929506,31.5057363205485,32.391128262447,33.0825851082164,33.6586381273479,31.62766674028,32.4075046117706,32.1767349999119
"RBMXL1",24.2421995265548,NA,24.6198048886194,24.1446047242415,23.6459240024253,24.9154286412478,NA,25.0244948074448,23.7216107357952,24.8487616062491,NA,NA,NA,27.0429129326073,NA,NA,NA,NA,26.5530050982858,25.1881641266412,25.1700497407989,25.7191316311165,24.9601819210596,25.7160725522537,25.081884526828,22.8083703433024,23.1622942036131,23.9202532560963,25.3783541314673,25.1439044434862,26.6543078056209,25.4514878299467,NA,21.5195095630794,22.8950241970902,22.8473762596687,21.6256464228969,22.1133072290128,NA,25.3600124954778,26.0479957105805,22.8859882474571,NA,NA,25.9688409595704,24.3617200053854,26.9186620063823,25.9950499400719,NA,23.4470791892932
"RBPJ",24.9399747804239,23.7510323906075,25.1807484058206,24.7500612745708,25.8424930662172,26.555172098917,NA,NA,25.9291319649791,25.0786309988304,26.3230441744417,NA,NA,26.2422177018968,24.3597779735659,NA,NA,26.4335171856779,26.6130178346391,25.7654200597264,25.1781666723813,26.6448519695549,25.3683966881687,NA,24.6721184113422,24.8787671535862,24.0498452266121,23.1109362984001,24.0015284597839,23.3802052664085,25.2358970723801,24.5826202605031,23.1853914774791,23.8225015910297,22.2860207299037,23.4373324956612,22.5863477862837,22.6967001533931,24.0692360263782,25.0368694994316,NA,23.9271435364661,25.1823785913009,25.12289433077,NA,26.5568098303833,25.9093750948937,NA,NA,24.6518470345575
